followed_by,acousticness_avg,acousticness_stdev,artist_followers_avg,artist_followers_stdev,danceability_avg,danceability_stdev,duration_ms_avg,duration_ms_stdev,energy_avg,energy_stdev,instrumentalness_avg,instrumentalness_stdev,liveness_avg,liveness_stdev,mode_avg,mode_stdev,num_unique_artist_first_page,speechiness_avg,speechiness_stdev,tempo_avg,tempo_stdev,valence_avg,valence_stdev
0.6818501262061937,25.37048476343613,1.1366412959830372,9.371297310173055,2.558121208034132,67.52025427570197,0.20652316965756165,20.163846257498104,52558.6875050221,66.24146511425828,0.152256501953511,13.961581402337778,0.15689109100801885,12.559236723008073,0.741493737114461,56.42591887221377,0.8681815518441277,30.45431900361591,6.554195950771012,0.764427635171942,50.495356892424766,0.20567374000034283,51.89707037530232,0.4587323334132923
